candidate_id,source_id,source_title,source_type,source_locator,source_path,source_hash,source_category,content_domain,content_kind,is_show,data_flag,create_time,current_usage,current_route,embedded_routes,claim_type,confirmed_stage,unverified_claims,cover_candidate,body_media_count,payload_status,image_rights_status,inventory_status,publication_blockers,required_approvers,manual_queue_id,last_verified_at
help-1,1,购物流程,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=1,商城系统/帮助文章/购物流程_1.md,6844a056ec1b8bf771c230b2669ce296fa7dbc55e475bf49d9ba8c0f1dd8cf88,购物指南,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:28:05,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,2,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-2,2,会员介绍,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=2,商城系统/帮助文章/会员介绍_2.md,a76de7f3904438cc498aa7b3679c3a4ce0e10857aae87c0ac76bba1c480d8286,购物指南,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:30:54,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-3,3,常见问题,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=3,商城系统/帮助文章/常见问题_3.md,63a26134cab2937bee7c6957018e52bed6eaa68362d0c8d783ad27c8fc628d34,购物指南,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:31:26,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-4,4,在线支付,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=4,商城系统/帮助文章/在线支付_4.md,4a08837114695e57bcc556a71e6ef721948f4e953703ec413740e28150cdc195,支付方式,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:34:30,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-5,5,货到付款,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=5,商城系统/帮助文章/货到付款_5.md,5dd507a9e5d9925080f12ebc4b172957a44e732c3e9d8a70768a82deeefff45c,支付方式,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:34:44,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,2,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-6,6,分期付款,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=6,商城系统/帮助文章/分期付款_6.md,09dab7cdba588cd0c972d7220e635f01c1dbea2e6d57ba48c9704e692688e3de,支付方式,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:35:00,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-7,7,邮局汇款,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=7,商城系统/帮助文章/邮局汇款_7.md,0e80892169eff480ff693403a08d09bb5d52a7fe4ee49ada62231c3ce3159875,支付方式,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:35:34,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-8,8,售后政策,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=8,商城系统/帮助文章/售后政策_8.md,4456c229fb73fb9ea2aed2a4de961a28d0bb1280d58554053c57e01cb7eaa72b,售后服务,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:36:08,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-9,9,退款/换货,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=9,商城系统/帮助文章/退款换货_9.md,0400ee98e62bf6d5a5b96a2e6c534692489856935ea3dbaa92e810b1eedf3b49,售后服务,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:37:04,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-10,10,退款维权流程,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=10,商城系统/帮助文章/退款维权流程_10.md,cb24461f398d3ea1d7a9d4d01f92d067e43c3ae3e9c6ab96345262b3dd33d910,售后服务,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:37:42,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-11,11,配送查询,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=11,商城系统/帮助文章/配送查询_11.md,f4842d230604d622f8b76cd708c9eb0f5140eabb6025099b82a84033322f9cf9,商城咨询,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:38:46,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,2,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-12,12,211限时达,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=12,商城系统/帮助文章/211限时达_12.md,1c89739fce1c773b5fe8f82e1f03b873ceadb4fe7af726a3a4c11ad2edf7ecb5,商城咨询,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:40:42,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,2,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-14,14,关于我们,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=14,商城系统/帮助文章/关于我们_14.md,0c171445583320abfe4b653ecd194a27c4178d8e44f7163e93b1b41244e6d532,商务合作,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:43:07,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-15,15,联系我们,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=15,商城系统/帮助文章/联系我们_15.md,4c4281042968bb501f2b99d3fb51274574a8cd30df9a165db542ba3475af0822,商务合作,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:43:21,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-17,17,供货商合作,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=17,商城系统/帮助文章/供货商合作_17.md,2814052f7a43c63b01daf4c22891695ccd657785a5f72897b9489d8b771a8f03,商务合作,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:43:55,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-18,18,新闻媒体合作,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=18,商城系统/帮助文章/新闻媒体合作_18.md,8bca6f6ffdf44bc5dcc9f0aa1e49289f87f4cc010daca9d436bfe6ff92bebe28,商务合作,legacy_template,prohibited_legacy_content,1,1,2016-09-06 15:44:11,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2016-09-06
help-27,27,价格保护,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=27,商城系统/帮助文章/价格保护_27.md,4128f425da0ce2da51fee3cc275e4bf435a62c7abef212b03063f909878ab61f,售后服务,legacy_template,prohibited_legacy_content,1,1,2016-10-20 10:11:27,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,2,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2016-10-20
help-28,28,公司转账,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=28,商城系统/帮助文章/公司转账_28.md,e275d7f6238722fda4f9875bd9b73991d543ec967a9663c0f35da7a61c520dcd,支付方式,legacy_template,prohibited_legacy_content,1,1,2016-10-20 10:14:28,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,2,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2016-10-20
help-29,29,取消订单,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=29,商城系统/帮助文章/取消订单_29.md,ee3aa7d09a07f4b8920c48c476e3a823da0ec6e73a7b8f9114c1976963ce4e44,售后服务,legacy_template,prohibited_legacy_content,1,1,2016-10-20 10:35:17,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,2,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2016-10-20
help-30,30,配送费用说明,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=30,商城系统/帮助文章/配送费用说明_30.md,d8062be7b92ed978d7dd91664befa93941df1355920628412c250bb53aba5a62,商城咨询,legacy_template,prohibited_legacy_content,1,1,2016-10-20 10:36:43,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,2,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2016-10-20
help-31,31,入驻商家配送说明,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=31,商城系统/帮助文章/入驻商家配送说明_31.md,fe02c398ea736811242960e5ff921f406d20714fa87e55030536a3ce0bb1c2a2,商城咨询,legacy_template,prohibited_legacy_content,1,1,2016-10-20 10:57:50,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,2,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2016-10-20
help-32,32,优惠政策,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=32,商城系统/帮助文章/优惠政策_32.md,ebe2b23994f9179f9d17285d35552029bda6ccbff11e5ee4b23e156d0a87c9b0,购物指南,legacy_template,prohibited_legacy_content,1,1,2016-10-20 11:12:25,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,2,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2016-10-20
help-33,33,发票制度,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=33,商城系统/帮助文章/发票制度_33.md,4d659021ac821229ad854530b95c369318042e53beaa21dc6d34e48155a2bcdf,购物指南,legacy_template,prohibited_legacy_content,1,1,2016-10-20 11:16:00,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,2,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2016-10-20
help-105,105,招商方向,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=105,商城系统/帮助文章/招商方向_105.md,8d9d56427e9e3daefb64f456cb7534d69bd0b9bbd30e22942e68cfc22de8d718,商家入驻指南,legacy_template,prohibited_legacy_content,1,1,2017-06-26 22:23:49,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2017-06-26
help-106,106,招商标准,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=106,商城系统/帮助文章/招商标准_106.md,030881ba8ce62e33f9e6550e1f695b6369ef0f132eef53ef71eccc56733133aa,商家入驻指南,legacy_template,prohibited_legacy_content,1,1,2017-06-26 22:30:54,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2017-06-26
help-107,107,资质要求,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=107,商城系统/帮助文章/资质要求_107.md,0c867b40b38a98ba8e4459d5e2e84b7bfd985a0bc9350b05f9c6635365007b9c,商家入驻指南,legacy_template,prohibited_legacy_content,1,1,2017-06-26 22:32:30,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2017-06-26
help-108,108,资费标准,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=108,商城系统/帮助文章/资费标准_108.md,a0929f796ef30329cbbffd54bcb6e3f654ec9b1a746554dc4a38647f5b575fa3,商家入驻指南,legacy_template,prohibited_legacy_content,1,1,2017-06-26 22:33:26,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2017-06-26
help-109,109,入驻协议,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=109,商城系统/帮助文章/入驻协议_109.md,e05b68310101e6902e229a690c8818da6e6b9e134e374461bd413c508ce0a093,商家入驻指南,legacy_template,prohibited_legacy_content,1,1,2017-06-26 23:07:24,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2017-06-26
help-111,111,供应商添加产品视频教程,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=111,商城系统/帮助文章/供应商添加产品视频教程_111.md,e7bde680796fb57edaeaf0c25332c0f63ef6cf4f7cbfb74d46afb7e2f246d515,商家帮助,legacy_template,prohibited_legacy_content,1,1,2020-01-05 19:33:17,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2020-01-05
help-112,112,如何绑定收款支付宝,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=112,商城系统/帮助文章/如何绑定收款支付宝_112.md,28f3c2f9abda385d0c0f2a4675d8233c13c22fcb211c578517b7babf77292d01,商家帮助,legacy_template,prohibited_legacy_content,1,1,2020-01-05 19:41:03,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2020-01-05
help-113,113,如何添加商品分类,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=113,商城系统/帮助文章/如何添加商品分类_113.md,64d764e5a4cfd125d96e6c69e69acc42842df11ef4eaf4cae55eb78d282a8eb2,商家帮助,legacy_template,prohibited_legacy_content,1,1,2020-01-05 19:52:23,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2020-01-05
help-114,114,商家如何发放优惠券,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=114,商城系统/帮助文章/商家如何发放优惠券_114.md,dec78e45bb04d9624feb36a782d07dce36bbea3c4ca26509a6c856734b14109f,商家帮助,legacy_template,prohibited_legacy_content,1,1,2020-01-05 19:52:48,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2020-01-05
help-118,118,钜豪专题宣传片,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=118,商城系统/帮助文章/钜豪专题宣传片_118.md,07b14ff4c8cb8f7a4dd4ce6ebcaf7ca788847b497047c07d8a0df2a293aae960,宣传视频,video_asset,missing_video_payload,1,1,2020-03-25 11:19:01,inventory_only,,[],video_asset,来源记录存在；公开表述待签核,"[""视频文件、画面权利与内容事实""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-03/5e7acd98c1f71_thumb.jpg,0,missing_supporting_file,needs_review,blocked_missing_payload,"[""supporting_file_missing"", ""content_facts_not_reviewed""]","[""内容负责人"", ""技术负责人""]",HELP-118,2020-03-25
help-119,119,钜豪30秒宣传片,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=119,商城系统/帮助文章/钜豪30秒宣传片_119.md,8da7d695b5270a5fadbfbb8fc4c0a3924a3c562dc141cee2683d2baa6d693890,宣传视频,video_asset,missing_video_payload,1,1,2020-03-25 11:19:55,inventory_only,,[],video_asset,来源记录存在；公开表述待签核,"[""视频文件、画面权利与内容事实""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-03/5e7acdd7e5c89_thumb.jpg,0,missing_supporting_file,needs_review,blocked_missing_payload,"[""supporting_file_missing"", ""content_facts_not_reviewed""]","[""内容负责人"", ""技术负责人""]",HELP-119,2020-03-25
help-120,120,如何推广钜豪商城,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=120,商城系统/帮助文章/如何推广钜豪商城_120.md,c84c609384155763397643cdb00d139af5ef6bbcff0579fd463e01df88e12a3d,宣传视频,video_asset,missing_video_payload,1,1,2020-03-25 11:20:54,inventory_only,,[],video_asset,来源记录存在；公开表述待签核,"[""视频文件、画面权利与内容事实""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-09/5f657f1734f8a_thumb.png,0,missing_supporting_file,needs_review,blocked_missing_payload,"[""supporting_file_missing"", ""content_facts_not_reviewed""]","[""内容负责人"", ""技术负责人""]",HELP-120,2020-03-25
help-121,121,钜豪形象,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=121,商城系统/帮助文章/钜豪形象_121.md,e01ca7673ec1fb314c7562f1e476d346d5ab597357efe9ac3ef9d2c8444bc2ec,宣传视频,video_asset,missing_video_payload,1,1,2020-03-25 11:22:02,inventory_only,,[],video_asset,来源记录存在；公开表述待签核,"[""视频文件、画面权利与内容事实""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-03/5e7ace56b3c57_thumb.jpg,0,missing_supporting_file,needs_review,blocked_missing_payload,"[""supporting_file_missing"", ""content_facts_not_reviewed""]","[""内容负责人"", ""技术负责人""]",HELP-121,2020-03-25
help-122,122,2020横栏慈善万人行，钜豪与慈善同行！,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=122,商城系统/帮助文章/2020横栏慈善万人行，钜豪与慈善同行！_122.md,6cd362c7bd57dc1e67066eac1e9b3c5b34e96c97f97d51a7ec22f1c9d6783562,公司新闻,company_dynamic,company_news_record,1,1,2020-04-17 11:01:32,inventory_only,,[],company_event,来源记录存在；公开表述待签核,"[""宣传性判断、未经复核的规模和行业地位""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5e991cf3ce961_thumb.jpg,13,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-122,2020-04-17
help-123,123,钜豪集团全力做好复工准备,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=123,商城系统/帮助文章/钜豪集团全力做好复工准备_123.md,183a7fe01dd5e62274ffe1778d854229ebe5efd8ac68e105cb580320c7ace826,公司新闻,company_dynamic,company_news_record,1,1,2020-04-17 11:35:40,inventory_only,,[],company_event,来源记录存在；公开表述待签核,"[""宣传性判断、未经复核的规模和行业地位""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5e9923eed1d65_thumb.jpg,12,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-123,2020-04-17
help-124,124,智慧生活，钜豪为你量身定制！,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=124,商城系统/帮助文章/智慧生活，钜豪为你量身定制！_124.md,a5c3193d73139bac822203f957ec1ef7519b395172d6b72ac41a3f1648db282a,公司新闻,smart_capability,smart_capability_record,1,1,2020-04-17 12:02:04,inventory_only,,[],technical_capability,来源记录存在；公开表述待签核,"[""协议、兼容范围、部署条件与售后边界""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5e99264bc94a4_thumb.jpg,26,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-124,2020-04-17
help-125,125,健康复工，安全复产，钜豪照明蓄势待发！,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=125,商城系统/帮助文章/健康复工，安全复产，钜豪照明蓄势待发！_125.md,bb3e3fa0f295fa82ea0096d35832ca1a23a923fbe9256713e35fbb8918b8224f,公司新闻,company_dynamic,company_news_record,1,1,2020-04-17 12:21:49,inventory_only,,[],company_event,来源记录存在；公开表述待签核,"[""宣传性判断、未经复核的规模和行业地位""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5e992cc43a068_thumb.jpg,18,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-125,2020-04-17
help-126,126,钜豪照明荣获“中国照明电器行业创新发展企业”表彰,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=126,商城系统/帮助文章/钜豪照明荣获“中国照明电器行业创新发展企业”表彰_126.md,02f9691af82a87ef65f99e265e69c9aae0b1d89c074357a933ec38fc55ab4dbe,公司新闻,honor,honor_source_record,1,1,2020-04-17 13:06:12,inventory_only,,[],honor_claim,来源记录存在；公开表述待签核,"[""证书原件、授予方、日期与获奖主体""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5e99384e7c2cf_thumb.jpg,11,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人"", ""品牌负责人""]",HELP-126,2020-04-17
