candidate_id,source_id,source_title,source_type,source_locator,source_path,source_hash,source_category,content_domain,content_kind,is_show,data_flag,create_time,current_usage,current_route,embedded_routes,claim_type,confirmed_stage,unverified_claims,cover_candidate,body_media_count,payload_status,image_rights_status,inventory_status,publication_blockers,required_approvers,manual_queue_id,last_verified_at
help-127,127,阿里云与广东钜豪携手点亮智能照明产业未来，达成“钜豪智慧家庭”合作,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=127,商城系统/帮助文章/阿里云与广东钜豪携手点亮智能照明产业未来，达成“钜豪智慧家庭”合作_127.md,724f32be2a44364c8bab2ce8e58d5ef25c88b1819187441e6c04f41b690c803a,公司新闻,smart_capability,smart_capability_record,1,1,2020-04-17 13:11:27,inventory_only,,[],technical_capability,来源记录存在；公开表述待签核,"[""协议、兼容范围、部署条件与售后边界""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5e993a2c8dce3_thumb.jpg,4,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-127,2020-04-17
help-128,128,【成员动态】联盟新成员介绍——钜豪信息,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=128,商城系统/帮助文章/【成员动态】联盟新成员介绍——钜豪信息_128.md,6e511b18e2d5821f63f50d407cd75a2e14c8ff098c55a87edf168eb74709c318,公司新闻,company_dynamic,company_news_record,1,1,2020-04-17 13:39:26,inventory_only,,[],company_event,来源记录存在；公开表述待签核,"[""宣传性判断、未经复核的规模和行业地位""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5e99409ec129c_thumb.jpg,5,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-128,2020-04-17
help-129,129,不忘初心，筑梦2020！钜豪迎新团年晚宴！,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=129,商城系统/帮助文章/不忘初心，筑梦2020！钜豪迎新团年晚宴！_129.md,560ef52e09ce6839ded5941becd550d3fa0eab0f937270e49c47e4ecf9b8b2a3,公司新闻,company_dynamic,company_news_record,1,1,2020-04-17 13:57:46,inventory_only,,[],company_event,来源记录存在；公开表述待签核,"[""宣传性判断、未经复核的规模和行业地位""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5e99425fd29c3_thumb.jpg,35,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-129,2020-04-17
help-130,130,如何登陆后台,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=130,商城系统/帮助文章/如何登陆后台_130.md,653dc4a48bda77cbc89b6fb9bf861e3018607d1926e805bdd95810d0ebc80ddf,如何添加下级网点、店铺和客服,legacy_template,prohibited_legacy_content,1,1,2020-04-22 16:49:25,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5ea11411ed75e_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-04-22
help-131,131,市代如何为下级ABC店添加网点,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=131,商城系统/帮助文章/市代如何为下级ABC店添加网点_131.md,e8913ab81f86a215cbfa51465c68670920d899a5d932eb1ef73091269c3597d9,如何添加下级网点、店铺和客服,legacy_template,prohibited_legacy_content,1,1,2020-04-22 16:50:47,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5ea1140219d0d_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-04-22
help-132,132,如何为网点添加客服,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=132,商城系统/帮助文章/如何为网点添加客服_132.md,e5b364c6d546581f5a53186461698b3d8f42becda7d220c805743fb8ae74e194,如何添加下级网点、店铺和客服,legacy_template,prohibited_legacy_content,1,1,2020-04-22 16:53:12,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5ea113d113a10_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-04-22
help-133,133,如何为下级网点添加店铺,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=133,商城系统/帮助文章/如何为下级网点添加店铺_133.md,c01373396d5bdd7d20786234537f0fef426f33742c6ae18948c0b7075cd7c312,如何添加下级网点、店铺和客服,legacy_template,prohibited_legacy_content,1,1,2020-04-22 16:54:58,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5ea113b56a38d_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-04-22
help-134,134,如何设置下级网点产品采购价,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=134,商城系统/帮助文章/如何设置下级网点产品采购价_134.md,7f5288ce017c27bdb9e2aae607a48a2d05980efa383ae5fbb3ef615f65f162f7,如何设置下级网点产品采购价,legacy_template,prohibited_legacy_content,1,1,2020-04-23 13:26:27,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5ea13cadde46e_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-04-23
help-135,135,如何将产品分享给好友,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=135,商城系统/帮助文章/如何将产品分享给好友_135.md,f2169fb43c84e2f15a31efa629ed250a5b7c514ee0d81cee1acc8f5714035141,如何把产品和推广海报分享给好友,legacy_template,prohibited_legacy_content,1,1,2020-04-23 13:37:13,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5ea13c9855e24_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-04-23
help-136,136,如何快速切换身份,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=136,商城系统/帮助文章/如何快速切换身份_136.md,14bbfff98c66de53e24466f59bce13acdbc9980ac718540aa3d144d6225d2d35,如何快速切换身份,legacy_template,prohibited_legacy_content,1,1,2020-04-23 13:42:14,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5ea13c8297dc5_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-04-23
help-137,137,如何为自营网点添加店铺,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=137,商城系统/帮助文章/如何为自营网点添加店铺_137.md,82a27f6134e1ac6b85721ca86b47731df1914d1aee3628f7374daccca0383531,如何添加下级网点、店铺和客服,legacy_template,prohibited_legacy_content,1,1,2020-04-23 14:06:10,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",,0,legacy_template_prohibited,not_applicable,prohibited_legacy,"[""legacy_template_content""]",[],,2020-04-23
help-138,138,市代或经销商如何提现,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=138,商城系统/帮助文章/市代或经销商如何提现_138.md,f8e40a932b995fbf4b75f9fcecfe2b235c5e4b38a8778297d20008f462b165f7,市代或经销商如何提现,legacy_template,prohibited_legacy_content,1,1,2020-04-23 16:08:32,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5ea14cfb8ee9b_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-04-23
help-139,139,市代如何查看处理下级网点订单,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=139,商城系统/帮助文章/市代如何查看处理下级网点订单_139.md,8d17eb89bd2bff876b13f3fa50746b1ee2459c12223e1e206c79981876ccdcaf,市代如何查看处理下级网点订单,legacy_template,prohibited_legacy_content,1,1,2020-04-29 16:34:00,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5ea93bf3ed009_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-04-29
help-140,140,市代如何查看处理自营店铺订单,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=140,商城系统/帮助文章/市代如何查看处理自营店铺订单_140.md,0c5b2154c2d597de8e4c585e0052be36bc647c05d038f7b21c914dc3f936d972,市代如何查看处理下级网点订单,legacy_template,prohibited_legacy_content,1,1,2020-04-29 16:35:17,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-04/5ea93c4053d16_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-04-29
help-141,141,恭贺钜豪承办横栏2020工厂直购节圆满成功,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=141,商城系统/帮助文章/恭贺钜豪承办横栏2020工厂直购节圆满成功_141.md,98b30baaf85171df33f910afd07ba8c54e12b7c1c62d83e01968a58a93bb9864,公司新闻,company_dynamic,company_news_record,1,1,2020-05-22 10:01:24,inventory_only,,[],company_event,来源记录存在；公开表述待签核,"[""宣传性判断、未经复核的规模和行业地位""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-05/5ec732c5b93d8_thumb.jpg,15,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-141,2020-05-22
help-142,142,钜豪优秀经销集训会议成功召开,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=142,商城系统/帮助文章/钜豪优秀经销集训会议成功召开_142.md,dec8c08343e72b69a58658213abc7ffd1a229babd3f44cf2fc861af4a07ed0dc,公司新闻,company_dynamic,company_news_record,1,1,2020-05-22 10:23:44,inventory_only,,[],company_event,来源记录存在；公开表述待签核,"[""宣传性判断、未经复核的规模和行业地位""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-05/5ec7345519a01_thumb.jpg,15,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-142,2020-05-22
help-143,143,如何分享自己店铺的推广海报给好友,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=143,商城系统/帮助文章/如何分享自己店铺的推广海报给好友_143.md,2dfdc7d9c20a8392676d30b4ac8d54e032c019311ddd12d92713526e153f003a,如何把产品和推广海报分享给好友,legacy_template,prohibited_legacy_content,1,1,2020-05-25 17:23:29,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-05/5ecb8e8b1d552_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-05-25
help-144,144,省领导莅临钜豪参观调研,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=144,商城系统/帮助文章/省领导莅临钜豪参观调研_144.md,6a92350dd57112bcd6b4ff7f05f373e2f77180cbc34bbb39dbb0f62d5d90f116,公司新闻,company_dynamic,company_news_record,1,1,2020-08-29 18:06:45,inventory_only,,[],company_event,来源记录存在；公开表述待签核,"[""宣传性判断、未经复核的规模和行业地位""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-08/5f4a28ad93691_thumb.jpg,5,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-144,2020-08-29
help-145,145,5G多功能模组化智慧路灯,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=145,商城系统/帮助文章/5G多功能模组化智慧路灯_145.md,a6aca244eebf8031345806fa744014442fe231261b5d69413a933968ee852fe5,公司新闻,smart_capability,smart_capability_record,1,1,2020-08-30 10:02:04,inventory_only,,[],technical_capability,来源记录存在；公开表述待签核,"[""协议、兼容范围、部署条件与售后边界""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-08/5f4b08eb6a7f6_thumb.jpg,25,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-145,2020-08-30
help-146,146,钜豪智慧光空间 ▏系列产品之高端创意线条灯,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=146,商城系统/帮助文章/钜豪智慧光空间 ▏系列产品之高端创意线条灯_146.md,c9a6d66e08252fb8507e2c2c63f98cfdcd380ab1c4623e641050336e48f58467,公司新闻,product_topic,product_topic_record,1,1,2020-08-30 15:10:52,inventory_only,,[],product_topic,来源记录存在；公开表述待签核,"[""具体型号、参数、库存、价格与适用结论""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-08/5f4b50aa7db27_thumb.png,68,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-146,2020-08-30
help-147,147,照明新宠，最吸睛最流行的磁吸灯！,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=147,商城系统/帮助文章/照明新宠，最吸睛最流行的磁吸灯！_147.md,d66581134c0938d85f1d885fae3abce4a802d733bf89ea9f9b629717861ea9a7,公司新闻,product_topic,product_topic_record,1,1,2020-08-30 15:38:43,inventory_only,,[],product_topic,来源记录存在；公开表述待签核,"[""具体型号、参数、库存、价格与适用结论""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-08/5f4b57b1e9f50_thumb.jpg,49,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-147,2020-08-30
help-148,148,如何推广钜豪商城,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=148,商城系统/帮助文章/如何推广钜豪商城_148.md,cbfe3656900ac8e059d5cd6a025fd06cc27a79b9314a5acf9f62a3fd52d96978,如何推广钜豪商城,legacy_template,prohibited_legacy_content,1,1,2020-09-19 11:50:13,inventory_only,,[],legacy_template,来源记录存在；公开表述待签核,"[""全部旧商城模板内容""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-09/5f65815486fa5_thumb.jpg,0,legacy_template_prohibited,needs_review,prohibited_legacy,"[""legacy_template_content""]",[],,2020-09-19
help-149,149,谋定5年发展战略！钜豪照明2020华东会议启新篇！,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=149,商城系统/帮助文章/谋定5年发展战略！钜豪照明2020华东会议启新篇！_149.md,4c15e485105e0f96d8f06ec1741878fcb6aab723ac5a72d2de1eaa5af57650f4,公司新闻,company_dynamic,company_news_record,1,1,2020-12-01 11:13:33,embedded_reference,/about/history,"[""/about/history""]",company_event,来源记录存在；公开表述待签核,"[""宣传性判断、未经复核的规模和行业地位""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-12/5fc5b5012de57_thumb.jpg,9,source_markdown_available,needs_review,routed_private_needs_signoff,"[""public_claim_signoff"", ""media_selection_required""]","[""内容负责人"", ""业务负责人""]",HELP-149,2020-12-01
help-150,150,2020钜豪陕西经销商会议圆满成功,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=150,商城系统/帮助文章/2020钜豪陕西经销商会议圆满成功_150.md,886a275c964d82b992505c58d4a57bde9940c4a822fcc11925e2d1812ca3d38d,公司新闻,company_dynamic,company_news_record,1,1,2020-12-01 11:36:02,inventory_only,,[],company_event,来源记录存在；公开表述待签核,"[""宣传性判断、未经复核的规模和行业地位""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-12/5fc5ba1c21fcf_thumb.jpg,9,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-150,2020-12-01
help-151,151,钜豪照明荣获“2020年度行业领袖品牌”,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=151,商城系统/帮助文章/钜豪照明荣获“2020年度行业领袖品牌”_151.md,4fa23128427494198b9f23edee625a3e22534f158b29232bb03703741ceb0cbf,公司新闻,honor,honor_source_record,1,1,2020-12-28 15:29:51,inventory_only,,[],honor_claim,来源记录存在；公开表述待签核,"[""证书原件、授予方、日期与获奖主体""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-12/5fe98a233248b_thumb.jpg,3,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人"", ""品牌负责人""]",HELP-151,2020-12-28
help-152,152,钜豪照明荣获三项殊荣,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=152,商城系统/帮助文章/钜豪照明荣获三项殊荣_152.md,f56f134fa363d97e15ea17846d493bfd71dd7bfdc0640d69ed27f9e383dbd378,公司新闻,honor,honor_source_record,1,1,2020-12-28 15:48:15,inventory_only,,[],honor_claim,来源记录存在；公开表述待签核,"[""证书原件、授予方、日期与获奖主体""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2020-12/5fe98e0e260a5_thumb.jpeg,8,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人"", ""品牌负责人""]",HELP-152,2020-12-28
help-153,153,钜豪迎新团年晚宴圆满落幕,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=153,商城系统/帮助文章/钜豪迎新团年晚宴圆满落幕_153.md,ee6fe83cb9ac985b6d23f6840bf6f769c73c364d3063ec4eab9c9d0b12638b66,公司新闻,company_dynamic,company_news_record,1,1,2021-01-12 15:25:44,inventory_only,,[],company_event,来源记录存在；公开表述待签核,"[""宣传性判断、未经复核的规模和行业地位""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2021-01/5ffd4ea953178_thumb.jpg,17,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-153,2021-01-12
help-154,154,钜豪案例 | 大王山朗豪酒店,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=154,商城系统/帮助文章/钜豪案例  大王山朗豪酒店_154.md,14d04887646d228448bc7e9a8cbb2a863f486ca78d1275fe29cb836e8fc0f1c5,公司新闻,project,project_record,1,1,2021-02-28 10:52:12,inventory_only,,[],project_stage,来源记录存在；后续实施状态待证,"[""施工、供货、交付和完工状态"", ""最终产品清单和成果数据""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2021-02/603b0557b77cc_thumb.jpg,18,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-154,2021-02-28
help-155,155,钜豪案例 | 中国首家汉唐文化主题五星级酒店,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=155,商城系统/帮助文章/钜豪案例  中国首家汉唐文化主题五星级酒店_155.md,acd50ba56bd8a7d6d46beca41d60aec6b7612ddb867251471766485a16c17335,公司新闻,project,project_record,1,1,2021-03-01 11:35:38,inventory_only,,[],project_stage,来源记录存在；后续实施状态待证,"[""施工、供货、交付和完工状态"", ""最终产品清单和成果数据""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2021-03/603c5dc727901_thumb.jpg,23,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-155,2021-03-01
help-156,156,钜豪案例 | 丽枫花园酒店,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=156,商城系统/帮助文章/钜豪案例  丽枫花园酒店_156.md,d249286263f1d6ff6a8b107dbab1248fdea0908ccca3edf1965f986f19a6f11c,公司新闻,project,project_record,1,1,2021-03-01 11:55:46,inventory_only,,[],project_stage,来源记录存在；后续实施状态待证,"[""施工、供货、交付和完工状态"", ""最终产品清单和成果数据""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2021-03/603c6340c8f40_thumb.jpg,16,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-156,2021-03-01
help-157,157,钜豪案例 | 秦晋国际大酒店,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=157,商城系统/帮助文章/钜豪案例  秦晋国际大酒店_157.md,5ab4643a0c5e61c27df615f49b87b1fb8418ff56a6e78e268803eabd8211326d,公司新闻,project,project_record,1,1,2021-03-01 14:00:10,inventory_only,,[],project_stage,来源记录存在；后续实施状态待证,"[""施工、供货、交付和完工状态"", ""最终产品清单和成果数据""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2021-03/603c8357b5d52_thumb.png,16,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-157,2021-03-01
help-158,158,钜豪案例 | 拉萨-林芝线高铁站,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=158,商城系统/帮助文章/钜豪案例  拉萨-林芝线高铁站_158.md,e5bbcf5f32424c91db3759b0bc4e8524287459398852568b481cf4088588dc39,公司新闻,project,project_record,1,1,2021-03-02 15:42:05,inventory_only,,[],project_stage,来源记录存在；后续实施状态待证,"[""施工、供货、交付和完工状态"", ""最终产品清单和成果数据""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2021-03/603decbea0cad_thumb.jpg,16,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-158,2021-03-02
help-159,159,钜豪案例 | 樟树温德姆大酒店,mall_sql_jh_articles+knowledge_base_markdown,jh_articles.articleId=159,商城系统/帮助文章/钜豪案例  樟树温德姆大酒店_159.md,3355f9de57bb523298a44ffa08c03ec5eece49946c8156d6dc7707d83da0277e,公司新闻,project,project_record,1,1,2021-03-02 16:02:01,inventory_only,,[],project_stage,来源记录存在；后续实施状态待证,"[""施工、供货、交付和完工状态"", ""最终产品清单和成果数据""]",https://bocang.oss-cn-shenzhen.aliyuncs.com/upload/articles/2021-03/603def858c3fd_thumb.jpg,9,source_markdown_available,needs_review,inventory_needs_evidence,"[""dedicated_evidence_missing"", ""public_claim_signoff""]","[""内容负责人"", ""业务负责人""]",HELP-159,2021-03-02
